K,rho,r_075,r_10,r_125
12,0.06,0,0,0
12,0.07,0,0,0
12,0.08,0,0,0
12,0.09,0,0,0
12,0.1,0,0,0
12,0.11,0,0,0
12,0.12,0,0,0
12,0.13,0,0,0
12,0.14,0,0,0
12,0.15,0,0,0
12,0.16,0,0,0
12,0.17,0,0,0
12,0.18,0,0,0
12,0.19,0,0,0
12,0.2,0,0,0
12,0.21,0,0,0
12,0.22,0,0,0
12,0.23,0,0,0
12,0.24,0,0,0
12,0.25,0,0,0
12,0.26,0,0,0
12,0.27,0,0,0
12,0.28,0,0,0
12,0.29,0,0,0
12,0.3,0,0,0
12,0.31,0,0,0
12,0.32,0,0,0
12,0.33,0,0,0
12,0.34,0,0,0
12,0.35,0,0,0
12,0.36,0,0,0
12,0.37,0,0,0
12,0.38,0,0,0
12,0.39,0,0,0
12,0.4,0,0,0
12,0.41,0,0,0
12,0.42,0,0,0
12,0.43,0,0,0
12,0.44,0,0,0
12,0.45,0,0,0
12,0.46,0,0,0
12,0.47,0,0,0
12,0.48,0,0,0
12,0.49,0,0,0
12,0.5,0,0,0
12,0.51,0,0,0
12,0.52,0,0,0
12,0.53,0,0,0
12,0.54,0,0,0
12,0.55,0,0,0
12,0.56,0,0,0
12,0.57,0,0,0
12,0.58,0,0,0
12,0.59,0,0,0
12,0.6,0,0,0
12,0.61,0,0,0
12,0.62,0,0,0
12,0.63,0,0,0
12,0.64,0,0,0
12,0.65,0,0,0
12,0.66,0,0,0
12,0.67,0,0,0
12,0.68,0,0,0
12,0.69,1.17300585968792,0,0
12,0.7,1.39627946119131,0,0
12,0.71,1.62069863550468,0,0
12,0.72,1.81117340028266,0,0
12,0.73,1.95774805054741,0,0
12,0.74,2.10118307459533,0,0
12,0.75,2.24346405147246,0,0
12,0.76,2.37630205239749,0.646285937652202,0
12,0.77,2.50449652074831,0.79530379408506,0
12,0.78,2.64010167919167,0.901049806466772,0
12,0.79,2.76823472042449,0.995745000401494,0
12,0.8,2.92253514278376,1.08739158595931,0
12,0.81,3.02619588593352,1.16265827952503,0
12,0.82,3.16343215939428,1.24305929185541,0
12,0.83,3.27909412026299,1.3176955814456,0.562154842524417
12,0.84,3.39420402184196,1.38114023195464,0.625911376043264
12,0.85,3.51871526799857,1.44679996359064,0.683713290446257
12,0.86,3.6755444014912,1.517146846109,0.733878736558995
12,0.87,3.79127393032581,1.57914213470619,0.782454744432654
12,0.88,3.89120446969224,1.630583195389,0.828050786599382
12,0.89,4.00920645383514,1.67817507912124,0.868036041538097
12,0.9,4.13465822228755,1.73954346065858,0.906705422904246
12,0.91,4.24454578391015,1.80514496991052,0.940439790138509
12,0.92,4.37788842584124,1.85579503810862,0.979142094975799
12,0.93,4.50644010274768,1.91506876887857,1.00926457850948
12,0.94,4.6171773397242,1.96424186686862,1.03888051162109
12,0.95,4.75945881073711,2.01456359522676,1.0658612017262
12,0.96,4.86020888618864,2.05494901712734,1.09263911207713
12,0.97,4.97717492267641,2.10458496862944,1.11149948340985
12,0.98,5.0667490475554,2.13177952183826,1.12523866265304
12,0.99,5.15305593855571,2.15428217996768,1.1323715562486
13,0,0,0,0
13,0.01,0,0,0
13,0.02,0,0,0
13,0.03,0,0,0
13,0.04,0,0,0
13,0.05,0,0,0
13,0.06,0,0,0
13,0.07,0,0,0
13,0.08,0,0,0
13,0.09,0,0,0
13,0.1,0,0,0
13,0.11,0,0,0
13,0.12,0,0,0
13,0.13,0,0,0
13,0.14,0,0,0
13,0.15,0,0,0
13,0.16,0,0,0
13,0.17,0,0,0
13,0.18,0,0,0
13,0.19,0,0,0
13,0.2,0,0,0
13,0.21,0,0,0
13,0.22,0,0,0
13,0.23,0,0,0
13,0.24,0,0,0
13,0.25,0,0,0
13,0.26,0,0,0
13,0.27,0,0,0
13,0.28,0,0,0
13,0.29,0,0,0
13,0.3,0,0,0
13,0.31,0,0,0
13,0.32,0,0,0
13,0.33,0,0,0
13,0.34,0,0,0
13,0.35,0,0,0
13,0.36,0,0,0
13,0.37,0,0,0
13,0.38,0,0,0
13,0.39,0,0,0
13,0.4,0,0,0
13,0.41,0,0,0
13,0.42,0,0,0
13,0.43,0,0,0
13,0.44,0,0,0
13,0.45,0,0,0
13,0.46,0,0,0
13,0.47,0,0,0
13,0.48,0,0,0
13,0.49,0,0,0
13,0.5,0,0,0
13,0.51,0,0,0
13,0.52,0,0,0
13,0.53,0,0,0
13,0.54,0,0,0
13,0.55,0,0,0
13,0.56,0,0,0
13,0.57,0,0,0
13,0.58,0,0,0
13,0.59,0,0,0
13,0.6,0,0,0
13,0.61,0,0,0
13,0.62,0,0,0
13,0.63,1.28849041459918,0,0
13,0.64,1.58418126393831,0,0
13,0.65,1.79444812682349,0,0
13,0.66,1.99018321551433,0,0
13,0.67,2.15669732864584,0,0
13,0.68,2.34858346664595,0,0
13,0.69,2.50385354475439,0,0
13,0.7,2.66708480587715,0.883049717645805,0
13,0.71,2.86074947603395,1.02988193438652,0
13,0.72,3.0108934274851,1.16464701731431,0
13,0.73,3.14864240825972,1.27300780537474,0
13,0.74,3.32218761554161,1.37536792593761,0
13,0.75,3.48286771841123,1.46413550432332,0
13,0.76,3.64425885070409,1.55227639029245,0.740277417749635
13,0.77,3.77720878268817,1.63422826348665,0.820575326047338
13,0.78,3.94091910805679,1.70559318030802,0.892916917087831
13,0.79,4.10122439469991,1.78822898038234,0.960313484003656
13,0.8,4.24515050304186,1.88302226646398,1.02536369703428
13,0.81,4.41858452829385,1.95534734237665,1.08535361946312
13,0.82,4.5812877917094,2.03700966818922,1.13355010049033
13,0.83,4.72892559919037,2.11290589641372,1.1855937172567
13,0.84,4.86705507553829,2.19188956972791,1.23774723003488
13,0.85,5.01880614178214,2.26185466857972,1.28873145247479
13,0.86,5.1864368566304,2.33539579361172,1.33477614177381
13,0.87,5.34576988615022,2.41255413719179,1.38163586325338
13,0.88,5.5032629209732,2.48512103013887,1.42825718658768
13,0.89,5.66584473678088,2.54898271301035,1.46474198736423
13,0.9,5.818547658467,2.6168345038813,1.51243699103926
13,0.91,5.96431747631999,2.68245340001023,1.55178163284846
13,0.92,6.1139218839111,2.74670263493797,1.59410398462012
13,0.93,6.28645310046062,2.8168685744532,1.62973349867345
13,0.94,6.44081124338252,2.88888860455273,1.66863119200174
13,0.95,6.59326412575662,2.94367540675788,1.69760335704574
13,0.96,6.74841609069079,2.98631255801984,1.72955886344731
13,0.97,6.87126551230847,3.02707075752852,1.75328351106004
13,0.98,6.96257028404473,3.08213382722786,1.77038637162112
13,0.99,7.06014132754869,3.09064667963864,1.77813004516583
14,0,0,0,0
14,0.01,0,0,0
14,0.02,0,0,0
14,0.03,0,0,0
14,0.04,0,0,0
14,0.05,0,0,0
14,0.06,0,0,0
14,0.07,0,0,0
14,0.08,0,0,0
14,0.09,0,0,0
14,0.1,0,0,0
14,0.11,0,0,0
14,0.12,0,0,0
14,0.13,0,0,0
14,0.14,0,0,0
14,0.15,0,0,0
14,0.16,0,0,0
14,0.17,0,0,0
14,0.18,0,0,0
14,0.19,0,0,0
14,0.2,0,0,0
14,0.21,0,0,0
14,0.22,0,0,0
14,0.23,0,0,0
14,0.24,0,0,0
14,0.25,0,0,0
14,0.26,0,0,0
14,0.27,0,0,0
14,0.28,0,0,0
14,0.29,0,0,0
14,0.3,0,0,0
14,0.31,0,0,0
14,0.32,0,0,0
14,0.33,0,0,0
14,0.34,0,0,0
14,0.35,0,0,0
14,0.36,0,0,0
14,0.37,0,0,0
14,0.38,0,0,0
14,0.39,0,0,0
14,0.4,0,0,0
14,0.41,0,0,0
14,0.42,0,0,0
14,0.43,0,0,0
14,0.44,0,0,0
14,0.45,0,0,0
14,0.46,0,0,0
14,0.47,0,0,0
14,0.48,0,0,0
14,0.49,0,0,0
14,0.5,0,0,0
14,0.51,0,0,0
14,0.52,0,0,0
14,0.53,0,0,0
14,0.54,0,0,0
14,0.55,0,0,0
14,0.56,0,0,0
14,0.57,0,0,0
14,0.58,1.36375162171471,0,0
14,0.59,1.66790567671538,0,0
14,0.6,1.90795653527103,0,0
14,0.61,2.12120824797751,0,0
14,0.62,2.33112995000096,0,0
14,0.63,2.52356426719373,0,0
14,0.64,2.73515276194557,0,0
14,0.65,2.89391986087161,1.08283864473847,0
14,0.66,3.05952525072468,1.22096135107988,0
14,0.67,3.24782187833795,1.34548561278328,0
14,0.68,3.41733833943847,1.46029805394395,0
14,0.69,3.59148448752845,1.56676615762941,0
14,0.7,3.79722439147434,1.67388656724229,0.84780309463137
14,0.71,3.98091858755853,1.77240603787321,0.940896952250129
14,0.72,4.13125624035022,1.88032839998752,1.02721651065816
14,0.73,4.29531871923509,1.97897233391453,1.11396356778711
14,0.74,4.46475558296305,2.08229759697369,1.18579686863198
14,0.75,4.66126325461231,2.17158869147324,1.25822010464083
14,0.76,4.83578265358295,2.25699808938958,1.32951457442305
14,0.77,5.02364045478099,2.34821171960894,1.38877820293411
14,0.78,5.19893888926922,2.44116497204005,1.44918207559091
14,0.79,5.36228218780005,2.53020318927806,1.50487180096324
14,0.8,5.5487962027425,2.63619476994473,1.56135841452826
14,0.81,5.74383835996557,2.71848355727635,1.62174781008787
14,0.82,5.93153610630542,2.80472841932469,1.6766162084682
14,0.83,6.13850380520781,2.90227137902255,1.728743641187
14,0.84,6.31915342436689,2.97829222047118,1.78407244213993
14,0.85,6.55109179594802,3.06151532552088,1.84266551199633
14,0.86,6.71564880790428,3.15732386930878,1.89881199548622
14,0.87,6.86978066486333,3.2531993035055,1.95311281927269
14,0.88,7.06017715797868,3.32895572765285,2.00525452009319
14,0.89,7.2621388473357,3.40905394791147,2.06106031712113
14,0.9,7.45343924035153,3.49212569352878,2.11011180490141
14,0.91,7.66627534269504,3.56692643145997,2.15394125532184
14,0.92,7.83609363028181,3.6469226776398,2.19744861134272
14,0.93,7.99035112814057,3.72625224973834,2.24801380839107
14,0.94,8.14709836639235,3.81602760735308,2.29223749245259
14,0.95,8.34664770525141,3.88214753991508,2.33608869802911
14,0.96,8.53417700689309,3.95100785056656,2.36504624839063
14,0.97,8.67341778828278,4.01052202054244,2.39696408829535
14,0.98,8.86797698824019,4.05719155244257,2.42246761839023
14,0.99,8.89900826893595,4.10682790354736,2.44204673397979
15,0,0,0,0
15,0.01,0,0,0
15,0.02,0,0,0
15,0.03,0,0,0
15,0.04,0,0,0
15,0.05,0,0,0
15,0.06,0,0,0
15,0.07,0,0,0
15,0.08,0,0,0
15,0.09,0,0,0
15,0.1,0,0,0
15,0.11,0,0,0
15,0.12,0,0,0
15,0.13,0,0,0
15,0.14,0,0,0
15,0.15,0,0,0
15,0.16,0,0,0
15,0.17,0,0,0
15,0.18,0,0,0
15,0.19,0,0,0
15,0.2,0,0,0
15,0.21,0,0,0
15,0.22,0,0,0
15,0.23,0,0,0
15,0.24,0,0,0
15,0.25,0,0,0
15,0.26,0,0,0
15,0.27,0,0,0
15,0.28,0,0,0
15,0.29,0,0,0
15,0.3,0,0,0
15,0.31,0,0,0
15,0.32,0,0,0
15,0.33,0,0,0
15,0.34,0,0,0
15,0.35,0,0,0
15,0.36,0,0,0
15,0.37,0,0,0
15,0.38,0,0,0
15,0.39,0,0,0
15,0.4,0,0,0
15,0.41,0,0,0
15,0.42,0,0,0
15,0.43,0,0,0
15,0.44,0,0,0
15,0.45,0,0,0
15,0.46,0,0,0
15,0.47,0,0,0
15,0.48,0,0,0
15,0.49,0,0,0
15,0.5,0,0,0
15,0.51,0,0,0
15,0.52,0,0,0
15,0.53,0,0,0
15,0.54,1.24722699685152,0,0
15,0.55,1.74557031137467,0,0
15,0.56,2.00779134411795,0,0
15,0.57,2.24927364007959,0,0
15,0.58,2.49556507419251,0,0
15,0.59,2.69401488073713,0,0
15,0.6,2.88663331922911,0.939842568798616,0
15,0.61,3.09415566478845,1.19485650014804,0
15,0.62,3.27238314068532,1.36220652243851,0
15,0.63,3.46396083856936,1.50009754971625,0
15,0.64,3.64044176893832,1.61843412483687,0
15,0.65,3.83337297091366,1.72904747009306,0.885223022863903
15,0.66,4.04510816165876,1.84670760910937,1.00659207733703
15,0.67,4.22660932647464,1.95255368020424,1.10234044308334
15,0.68,4.40604124914453,2.06000862982385,1.19511667773154
15,0.69,4.59158899989198,2.17661379165342,1.28817282579766
15,0.7,4.77731289812959,2.28844992124521,1.35939686783933
15,0.71,4.97668633158985,2.40310517205748,1.43734627240529
15,0.72,5.14937869779134,2.507989970396,1.51208581433847
15,0.73,5.37853128157978,2.6238327814612,1.58348474953252
15,0.74,5.58203554225765,2.73055043962237,1.65727113374284
15,0.75,5.77459841164594,2.84039730867021,1.72670430358329
15,0.76,6.00164150457225,2.93033184430971,1.78912411003507
15,0.77,6.22465655797078,3.03389736449931,1.85638312349568
15,0.78,6.44661154037652,3.13743786031626,1.92511677953656
15,0.79,6.70008335035549,3.2382747265215,1.99335321965487
15,0.8,6.89508324642379,3.3360344613471,2.05609695358303
15,0.81,7.08132603336858,3.44058547658125,2.13005288931153
15,0.82,7.32753472028356,3.54302977004578,2.19808818569724
15,0.83,7.56401091791806,3.64040933066436,2.26360395740354
15,0.84,7.76195483385875,3.73769407029682,2.32625346691531
15,0.85,7.99628215510365,3.84435105523738,2.39414427657408
15,0.86,8.25202999390789,3.94530641488979,2.46205843026068
15,0.87,8.46077151728115,4.03867253419888,2.51554715335136
15,0.88,8.70716914262422,4.13545873759695,2.57824510685936
15,0.89,8.94297836090723,4.22538704880523,2.63798784386914
15,0.9,9.1389160934839,4.32426689225634,2.70252498711256
15,0.91,9.36827196904451,4.41869016935553,2.75897562421074
15,0.92,9.59825191781331,4.508167026789,2.81624052097089
15,0.93,9.83281380384097,4.59058789222511,2.87284631558677
15,0.94,10.0391055275094,4.6839178924585,2.92591808031887
15,0.95,10.2290141039184,4.77521842201913,2.97476011544107
15,0.96,10.480371305869,4.85855204872597,3.0096285736302
15,0.97,10.6902815688754,4.94639707395232,3.04387138276283
15,0.98,10.8690399283602,5.02890586325654,3.06969962768371
15,0.99,11.0025735239989,5.07557792943857,3.0914959874955
16,0,0,0,0
16,0.01,0,0,0
16,0.02,0,0,0
16,0.03,0,0,0
16,0.04,0,0,0
16,0.05,0,0,0
16,0.06,0,0,0
16,0.07,0,0,0
16,0.08,0,0,0
16,0.09,0,0,0
16,0.1,0,0,0
16,0.11,0,0,0
16,0.12,0,0,0
16,0.13,0,0,0
16,0.14,0,0,0
16,0.15,0,0,0
16,0.16,0,0,0
16,0.17,0,0,0
16,0.18,0,0,0
16,0.19,0,0,0
16,0.2,0,0,0
16,0.21,0,0,0
16,0.22,0,0,0
16,0.23,0,0,0
16,0.24,0,0,0
16,0.25,0,0,0
16,0.26,0,0,0
16,0.27,0,0,0
16,0.28,0,0,0
16,0.29,0,0,0
16,0.3,0,0,0
16,0.31,0,0,0
16,0.32,0,0,0
16,0.33,0,0,0
16,0.34,0,0,0
16,0.35,0,0,0
16,0.36,0,0,0
16,0.37,0,0,0
16,0.38,0,0,0
16,0.39,0,0,0
16,0.4,0,0,0
16,0.41,0,0,0
16,0.42,0,0,0
16,0.43,0,0,0
16,0.44,0,0,0
16,0.45,0,0,0
16,0.46,0,0,0
16,0.47,0,0,0
16,0.48,0,0,0
16,0.49,0,0,0
16,0.5,0,0,0
16,0.51,1.57037176548915,0,0
16,0.52,1.93689781880979,0,0
16,0.53,2.21730929971832,0,0
16,0.54,2.46516840434875,0,0
16,0.55,2.69165861092635,0,0
16,0.56,2.90175410612619,0,0
16,0.57,3.11463347225708,1.21035938649994,0
16,0.58,3.3253076795574,1.3995222587889,0
16,0.59,3.53894456585008,1.54915878000991,0
16,0.6,3.73487593439187,1.69146889310628,0
16,0.61,3.96488879429921,1.82417340291525,0.948352241490684
16,0.62,4.18552484279743,1.94340152231389,1.07443729115835
16,0.63,4.40438802072615,2.07320656152834,1.18530726386198
16,0.64,4.60923876761804,2.2086587739853,1.28229112337413
16,0.65,4.80691177032245,2.33093652997065,1.38620810052429
16,0.66,5.03346131198922,2.4476259882421,1.47054668147248
16,0.67,5.26328703989268,2.5691578090758,1.55564176251109
16,0.68,5.4882612721956,2.69343432366259,1.64006903973847
16,0.69,5.70431369963907,2.80647321774088,1.72402131514052
16,0.7,5.91205090027189,2.91545764213917,1.8049710779473
16,0.71,6.16420469260903,3.02527939874538,1.88506530129318
16,0.72,6.37596552791919,3.14257478703971,1.96282705507724
16,0.73,6.61609562139182,3.25593787859088,2.04104357690955
16,0.74,6.84498825970515,3.36840921615114,2.11940330944774
16,0.75,7.09622238416935,3.48092320371768,2.20222426860832
16,0.76,7.34110331119628,3.59577844796657,2.2829601233229
16,0.77,7.56380489962475,3.70397740304827,2.35822913668428
16,0.78,7.83790706589368,3.81927176129803,2.44339989409934
16,0.79,8.0542017520614,3.93792887772113,2.5205392318699
16,0.8,8.30504054916723,4.06539411573955,2.59516886642984
16,0.81,8.57371197654559,4.18126030456016,2.66910336741884
16,0.82,8.83817144123343,4.30158080495174,2.74543033507345
16,0.83,9.1335501923949,4.4350225700918,2.8274986663246
16,0.84,9.36087943800717,4.54567351972149,2.895028107184
16,0.85,9.6118579480976,4.6559063610433,2.97251904417237
16,0.86,9.86535071220966,4.76554868138964,3.0474256117364
16,0.87,10.1345155628039,4.88658270686201,3.1134838328894
16,0.88,10.3656208593215,4.9946277317865,3.18226631729448
16,0.89,10.6115790557764,5.12806233855413,3.25251231594375
16,0.9,10.8887985716479,5.24803046915939,3.31786093856794
16,0.91,11.146561451236,5.3681681962212,3.38296389160004
16,0.92,11.3788550618763,5.47998590959693,3.44499969948927
16,0.93,11.6656885180827,5.58110778386881,3.51652277800219
16,0.94,11.9402465134779,5.6873155218222,3.58037633117304
16,0.95,12.1935058695998,5.79128126037226,3.63834241021068
16,0.96,12.5250943361603,5.90543871938838,3.68261873396453
16,0.97,12.753429023732,6.00061947333648,3.74521967169696
16,0.98,13.0096819765442,6.07952087989774,3.79639443029922
16,0.99,13.1958442545348,6.15672669441823,3.82003296731795
17,0,0,0,0
17,0.01,0,0,0
17,0.02,0,0,0
17,0.03,0,0,0
17,0.04,0,0,0
17,0.05,0,0,0
17,0.06,0,0,0
17,0.07,0,0,0
17,0.08,0,0,0
17,0.09,0,0,0
17,0.1,0,0,0
17,0.11,0,0,0
17,0.12,0,0,0
17,0.13,0,0,0
17,0.14,0,0,0
17,0.15,0,0,0
17,0.16,0,0,0
17,0.17,0,0,0
17,0.18,0,0,0
17,0.19,0,0,0
17,0.2,0,0,0
17,0.21,0,0,0
17,0.22,0,0,0
17,0.23,0,0,0
17,0.24,0,0,0
17,0.25,0,0,0
17,0.26,0,0,0
17,0.27,0,0,0
17,0.28,0,0,0
17,0.29,0,0,0
17,0.3,0,0,0
17,0.31,0,0,0
17,0.32,0,0,0
17,0.33,0,0,0
17,0.34,0,0,0
17,0.35,0,0,0
17,0.36,0,0,0
17,0.37,0,0,0
17,0.38,0,0,0
17,0.39,0,0,0
17,0.4,0,0,0
17,0.41,0,0,0
17,0.42,0,0,0
17,0.43,0,0,0
17,0.44,0,0,0
17,0.45,0,0,0
17,0.46,0,0,0
17,0.47,0,0,0
17,0.48,1.61816212965769,0,0
17,0.49,1.99595721296546,0,0
17,0.5,2.30379099276888,0,0
17,0.51,2.57073018392643,0,0
17,0.52,2.79198135873626,0,0
17,0.53,3.03554851703366,0,0
17,0.54,3.27772371205415,1.28896477351525,0
17,0.55,3.51218505496673,1.48490770824378,0
17,0.56,3.73933520866607,1.65349736975784,0
17,0.57,3.96779307214307,1.80196074801414,0
17,0.58,4.16719350537296,1.9403080223834,1.05879788280417
17,0.59,4.37703098214782,2.07276044124814,1.18388690470961
17,0.6,4.61119494206049,2.20425879929385,1.30131289343001
17,0.61,4.87558052671308,2.3348270589816,1.39810813176576
17,0.62,5.12161413434669,2.47952604216353,1.49059683975917
17,0.63,5.38104594803536,2.61067577852277,1.5969203063806
17,0.64,5.61600996521325,2.73457305208331,1.6966620965205
17,0.65,5.85379092373859,2.85796592467202,1.78216631366529
17,0.66,6.07805591525686,2.98873130760242,1.86656951148299
17,0.67,6.3120854166219,3.11843757963823,1.95291236972446
17,0.68,6.58137228901954,3.24320624565578,2.04083849356432
17,0.69,6.8105984075076,3.35425934502687,2.12915782799952
17,0.7,7.04938514757658,3.47841815267586,2.21306715506455
17,0.71,7.31945008573211,3.60320714784973,2.29807983648834
17,0.72,7.61331195715647,3.73333375961719,2.38585025291066
17,0.73,7.88914330738851,3.86893074641229,2.47633605963492
17,0.74,8.17397231563835,4.00498249864497,2.56555157716057
17,0.75,8.46214401104613,4.13076675805897,2.65718255116279
17,0.76,8.6903047540797,4.25749499861228,2.74807413392294
17,0.77,8.9734353583628,4.38504445434742,2.8347718910624
17,0.78,9.24475078061523,4.51329011596753,2.91788624443406
17,0.79,9.52617190868456,4.64917330665297,2.99813854850194
17,0.8,9.85169348082456,4.77710738303692,3.08760635643453
17,0.81,10.1739084141877,4.92432260197135,3.17751100613585
17,0.82,10.4682284814163,5.04399672008284,3.25601976766582
17,0.83,10.7463075503089,5.16789158131038,3.33666998840047
17,0.84,11.0476133031846,5.30525475655499,3.41461598956204
17,0.85,11.3363885438323,5.45812492510371,3.493288111498
17,0.86,11.6002528981712,5.59854574849653,3.57508875365319
17,0.87,11.9034749110362,5.73377152329571,3.65749724385134
17,0.88,12.2283747848017,5.86337750818657,3.74424473498332
17,0.89,12.5032420862596,5.98692553562544,3.82492742137211
17,0.9,12.7744836588325,6.11897400384018,3.90702159844323
17,0.91,13.1228846777028,6.252808675347,3.98768720320169
17,0.92,13.3934887546391,6.37274965839322,4.06388715845108
17,0.93,13.6762700465126,6.49518561654717,4.14198064446218
17,0.94,13.927413282596,6.61614297973083,4.20770971169022
17,0.95,14.240101425794,6.74008640592663,4.28529139081503
17,0.96,14.5494238993255,6.86949165231139,4.36141480611952
17,0.97,14.7600712506245,6.99169378783625,4.43157614190063
17,0.98,15.0309363677172,7.1007594980462,4.49975497912057
17,0.99,15.2178088460337,7.20101784620779,4.54479468560306
18,0,0,0,0
18,0.01,0,0,0
18,0.02,0,0,0
18,0.03,0,0,0
18,0.04,0,0,0
18,0.05,0,0,0
18,0.06,0,0,0
18,0.07,0,0,0
18,0.08,0,0,0
18,0.09,0,0,0
18,0.1,0,0,0
18,0.11,0,0,0
18,0.12,0,0,0
18,0.13,0,0,0
18,0.14,0,0,0
18,0.15,0,0,0
18,0.16,0,0,0
18,0.17,0,0,0
18,0.18,0,0,0
18,0.19,0,0,0
18,0.2,0,0,0
18,0.21,0,0,0
18,0.22,0,0,0
18,0.23,0,0,0
18,0.24,0,0,0
18,0.25,0,0,0
18,0.26,0,0,0
18,0.27,0,0,0
18,0.28,0,0,0
18,0.29,0,0,0
18,0.3,0,0,0
18,0.31,0,0,0
18,0.32,0,0,0
18,0.33,0,0,0
18,0.34,0,0,0
18,0.35,0,0,0
18,0.36,0,0,0
18,0.37,0,0,0
18,0.38,0,0,0
18,0.39,0,0,0
18,0.4,0,0,0
18,0.41,0,0,0
18,0.42,0,0,0
18,0.43,0,0,0
18,0.44,0,0,0
18,0.45,0,0,0
18,0.46,1.87044478806498,0,0
18,0.47,2.22707839587242,0,0
18,0.48,2.47683695818114,0,0
18,0.49,2.71234023893427,0,0
18,0.5,2.97592536862192,0,0
18,0.51,3.22186667841022,1.27340351420634,0
18,0.52,3.48593941237309,1.47875301503674,0
18,0.53,3.74680443716571,1.68927827664405,0
18,0.54,3.98142824439731,1.84357396477482,0
18,0.55,4.21588811892897,1.9715585384939,1.08314026630941
18,0.56,4.44007113608809,2.11542559063748,1.21513355331273
18,0.57,4.71958724575749,2.27054666501468,1.34562141621594
18,0.58,5.00308010217417,2.41889995145271,1.46132915708301
18,0.59,5.25415086491562,2.56846601258085,1.56684349908686
18,0.6,5.51863393680884,2.70125026291018,1.67272267540419
18,0.61,5.81966921057775,2.84149930813952,1.77834041511821
18,0.62,6.08821570350489,2.96922153613444,1.87455678260512
18,0.63,6.34793944459677,3.09919247397677,1.9697634100221
18,0.64,6.59601128755436,3.22476913969647,2.06684727281642
18,0.65,6.87783746795944,3.37047544399851,2.15393116240414
18,0.66,7.13221160397958,3.51505414826451,2.25124105308333
18,0.67,7.40390237922486,3.65099947309956,2.3524700936315
18,0.68,7.69009125165475,3.78087296744554,2.44851580060833
18,0.69,7.95135246226811,3.91982074492387,2.54126856696041
18,0.7,8.23392456896639,4.05699919322618,2.63491114828467
18,0.71,8.52930445679008,4.18439513541841,2.73318598652344
18,0.72,8.82634514291969,4.31938642062929,2.82812866355862
18,0.73,9.0817222711274,4.4542949986538,2.92441982093035
18,0.74,9.39443750985295,4.60650846030567,3.02088789005786
18,0.75,9.68014877883405,4.75479322323557,3.11734831359657
18,0.76,9.97010241884772,4.90292115310331,3.21029996111849
18,0.77,10.2349734555177,5.04352470119454,3.305002189503
18,0.78,10.5667351056347,5.19642642027683,3.3933619226661
18,0.79,10.8777254653366,5.34579182409653,3.49244759685065
18,0.8,11.179786707817,5.50181752834722,3.59557732294998
18,0.81,11.5412697180966,5.65392654451819,3.6991796137752
18,0.82,11.8832165640343,5.79863387812417,3.79198071407792
18,0.83,12.218135611274,5.94492030964242,3.8959384024502
18,0.84,12.5220652216105,6.09590581951102,3.98972875475807
18,0.85,12.8501363092488,6.24186587448436,4.08571260243797
18,0.86,13.1934764360104,6.41047088985435,4.17594783109532
18,0.87,13.5426709385991,6.57068526032712,4.27474161579215
18,0.88,13.872954201004,6.71343061477916,4.37010929019774
18,0.89,14.2131246870765,6.8807907770222,4.45074624658189
18,0.9,14.5277816479487,7.02990344559171,4.54647772212089
18,0.91,14.8563994981977,7.18976505812742,4.643586955528
18,0.92,15.2040965765579,7.33896868456796,4.73328288357421
18,0.93,15.5682480413882,7.46945333256314,4.8207109473408
18,0.94,15.9193633325819,7.59645411886591,4.91116315800058
18,0.95,16.2262235314411,7.74299797748208,4.9981820976732
18,0.96,16.4964137699935,7.86563290270107,5.07618662297237
18,0.97,16.848628755728,7.98600932056473,5.14926980409205
18,0.98,17.1002300843169,8.09626211497208,5.21408077394323
18,0.99,17.4306335392357,8.2239182119794,5.26363955660542
19,0,0,0,0
19,0.01,0,0,0
19,0.02,0,0,0
19,0.03,0,0,0
19,0.04,0,0,0
19,0.05,0,0,0
19,0.06,0,0,0
19,0.07,0,0,0
19,0.08,0,0,0
19,0.09,0,0,0
19,0.1,0,0,0
19,0.11,0,0,0
19,0.12,0,0,0
19,0.13,0,0,0
19,0.14,0,0,0
19,0.15,0,0,0
19,0.16,0,0,0
19,0.17,0,0,0
19,0.18,0,0,0
19,0.19,0,0,0
19,0.2,0,0,0
19,0.21,0,0,0
19,0.22,0,0,0
19,0.23,0,0,0
19,0.24,0,0,0
19,0.25,0,0,0
19,0.26,0,0,0
19,0.27,0,0,0
19,0.28,0,0,0
19,0.29,0,0,0
19,0.3,0,0,0
19,0.31,0,0,0
19,0.32,0,0,0
19,0.33,0,0,0
19,0.34,0,0,0
19,0.35,0,0,0
19,0.36,0,0,0
19,0.37,0,0,0
19,0.38,0,0,0
19,0.39,0,0,0
19,0.4,0,0,0
19,0.41,0,0,0
19,0.42,0,0,0
19,0.43,0,0,0
19,0.44,1.94387069451958,0,0
19,0.45,2.24790483723107,0,0
19,0.46,2.5510619563234,0,0
19,0.47,2.82124818630891,0,0
19,0.48,3.07659922102293,1.13591621781707,0
19,0.49,3.38643978526601,1.37818720793272,0
19,0.5,3.63095511627401,1.60723524812548,0
19,0.51,3.89682423553207,1.80282482511672,0
19,0.52,4.17453974662219,1.9495178190695,1.06638789825671
19,0.53,4.45517924422003,2.10831912993853,1.21703411754711
19,0.54,4.73229054611649,2.2740058571929,1.34014045884011
19,0.55,4.9960569639615,2.42694074619787,1.46093339812928
